date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:28	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:28%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/home-page-header-scaled-1.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/home-page-header-scaled-1.10.delayed	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:29	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:30%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/laptop-iphone-desk-computer-macbook-table-1268027-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-iphone-desk-computer-macbook-table-1268027-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:29	287924/287924	---M--	200	added ('OK')	image/jpeg	etag:%22464b4-64d7bea3-f6cc53b3438cf54a;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/home-page-header-scaled-1.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/home-page-header-scaled-1.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:31	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:31%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/table-plant-white-house-interior-window-1392240-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/table-plant-white-house-interior-window-1392240-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:31	218269/218269	---M--	200	added ('OK')	image/jpeg	etag:%223549d-64d7bea3-8c94992dc15348b1;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/laptop-iphone-desk-computer-macbook-table-1268027-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-iphone-desk-computer-macbook-table-1268027-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:33	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:33%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-work-table-open-722218-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-work-table-open-722218-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:33	614070/614070	---M--	200	added ('OK')	image/jpeg	etag:%2295eb6-64d7bea3-c0c2a8d0dbe72373;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/table-plant-white-house-interior-window-1392240-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/table-plant-white-house-interior-window-1392240-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:35	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:35%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/canyon-purple-orange-light-formation-rock-1608614-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/canyon-purple-orange-light-formation-rock-1608614-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:35	189056/189056	---M--	200	added ('OK')	image/jpeg	etag:%222e280-64d7bea3-e9e6bfae8188b728;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-work-table-open-722218-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-work-table-open-722218-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:37	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202023%2017:11:37%20GMT	http://waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-writing-screen-man-653052-pxhere-com-1.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-writing-screen-man-653052-pxhere-com-1.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:37	252115/252115	---M--	200	added ('OK')	image/jpeg	etag:%223d8d3-64d7bea3-c0bce53a19c7499b;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/canyon-purple-orange-light-formation-rock-1608614-pxhere-com.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/canyon-purple-orange-light-formation-rock-1608614-pxhere-com.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:38	128111/128111	---M--	200	added ('OK')	image/jpeg	etag:%221f46f-64d7bea3-ee233cf4a74bafb2;;;%22	https://waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-writing-screen-man-653052-pxhere-com-1.jpg	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/2023/01/laptop-desk-computer-writing-screen-man-653052-pxhere-com-1.jpg	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:38	12796/12796	---M-Z	200	added ('OK')	text/css	etag:%2231fc-64f8347a-ff12d6c35f49794;gz%22	https://waseryweb.tech/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/fancybox/jquery.fancybox.min.css?ver=1.0.236	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/colibri-page-builder/extend-builder/assets/static/fancybox/jquery.fancybox.min1bfc.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:38	104484/104484	---M-Z	200	added ('OK')	text/css	etag:%2219824-64d7c3d9-b2086af9ea91fd01;gz%22	https://waseryweb.tech/wp-includes/css/dist/block-library/style.min.css?ver=6.3.1	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-includes/css/dist/block-library/style.min9b30.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:38	776/776	---M-Z	200	added ('OK')	text/css	etag:%22308-6502e4e0-b93f2a244002ca47;gz%22	https://waseryweb.tech/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.16	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor88a1.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:39	19533/19533	---M-Z	200	added ('OK')	text/css	etag:%224c4d-6502e4c9-80b1ffe549efe41b;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:39	117061/117061	---M-Z	200	added ('OK')	text/css	etag:%221c945-6502e4c8-f94866cd74dc446;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.2	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/css/frontend-lite.min6b60.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:39	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-6502e4ca-9c260eb7fdbf65f;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:39	1109/1109	---M-Z	200	added ('OK')	text/css	etag:%22455-6502e4d3-dbeadb70bac21b07;gz%22	https://waseryweb.tech/wp-content/uploads/elementor/css/post-144.css?ver=1694688467	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/elementor/css/post-144d650.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:39	15563/15563	---M-Z	200	added ('OK')	text/css	etag:%223ccb-6502e4d3-37d8fe3774403699;gz%22	https://waseryweb.tech/wp-content/uploads/elementor/css/global.css?ver=1694688467	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/elementor/css/globald650.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:40	30273/30273	---M-Z	200	added ('OK')	text/css	etag:%227641-650865a8-c7e0bcb68c75cd4;gz%22	https://waseryweb.tech/wp-content/uploads/elementor/css/post-1912.css?ver=1695049128	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/elementor/css/post-1912a4b9.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:40	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-6502e4e0-67e588f77a3a7d1c;gz%22	https://waseryweb.tech/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.16	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend88a1.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:40	5860/5860	---M-Z	200	added ('OK')	text/css	etag:%2216e4-6502e4d3-23ee91718203418d;gz%22	https://waseryweb.tech/wp-content/uploads/elementor/css/post-186.css?ver=1694688467	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/elementor/css/post-186d650.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:40	7888/7888	---M-Z	200	added ('OK')	text/css	etag:%221ed0-6502e4d3-191321f8a05d2cc6;gz%22	https://waseryweb.tech/wp-content/uploads/elementor/css/post-145.css?ver=1694688467	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/uploads/elementor/css/post-145d650.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:41	2808/2808	---M-Z	200	added ('OK')	text/css	etag:%22af8-64d7c3cf-1ceb8b96a5749bd5;gz%22	https://waseryweb.tech/wp-content/themes/brite//resources/theme/extras.css?ver=1.0.10	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/themes/brite/resources/theme/extras1c96.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:41	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-6502e4c9-69d4f2b21728d7c5;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:41	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-6502e4c9-9941f403c893445f;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:41	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-6502e4c9-4c3f203798246b4e;gz%22	https://waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:42	87482/87482	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ba-64d7c3d9-2816d9c58af439fd;gz%22	https://waseryweb.tech/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-includes/js/jquery/jquery.min3088.js	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
22:41:42	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d7c3d9-8a3f4a967215ee76;gz%22	https://waseryweb.tech/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Mcafee%20ecom/waseryweb.tech/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://waseryweb.tech/secure-devices/?gclid=Cj0KCQjw9rSoBhCiARIsAFOiplkbrHvFNezGc897734Jlq_P2TQRZ3yoL8I6QXU0muiiIWzGbfHhrKUaAjLwEALw_wcB)
